DATE_TIME,SL_NO,PM1_B,PM2.5_B,PM10_B,NO2_B,CO2_B,CO_B,HUMIDITY_B,TEMP_B,PM1_G,PM2.5_G,PM10_G,NO2_G,CO2_G,CO_G,HUMIDITY_G,TEMP_G,PM1_W,PM2.5_W,PM10_W,NO2_W,CO2_W,CO_W,HUMIDITY_W,TEMP_W,Wind Speed  [10 m above gnd],Wind Direction  [10 m above gnd],Wind Speed  [80 m above gnd],Wind Direction  [80 m above gnd],Wind Speed  [900 mb],Wind Direction  [900 mb],Wind Gust  [sfc],No_of_Student
02-07-2019 09:23,11,104.6612903,210.7580645,251.9516129,0.151129032,7.321129032,46.93516129,79.05322581,22.91854839,64.16129032,114.8387097,154.3548387,0.655967742,53.03225806,1.460967742,68.55774194,22.87451613,64.16129032,114.8387097,154.3548387,0.655967742,53.03225806,1.460967742,68.55774194,22.87451613,12.76376672,-42.15980142,14.07138015,8.809303769,13.30218458,313.4173819,17.95655638,90
02-07-2019 09:24,12,101.6451613,208.4193548,248.3548387,0.16,7.204677419,44.90112903,79.0116129,23.07258065,63.38709677,116.9516129,144.0322581,0.665,54.15870968,1.333225806,68.56145161,22.99080645,63.38709677,116.9516129,144.0322581,0.665,54.15870968,1.333225806,68.56145161,22.99080645,12.74847179,-41.9716784,14.03136283,8.898128318,13.285749,313.3872744,17.93039291,90
02-07-2019 09:25,13,100.6935484,203.2903226,239.1129032,0.165645161,7.473709677,44.25870968,78.92677419,23.21887097,61.33870968,110.7580645,143.2419355,0.675806452,52.2566129,1.228225806,68.54693548,23.10225806,61.33870968,110.7580645,143.2419355,0.675806452,52.2566129,1.228225806,68.54693548,23.10225806,12.73285265,-41.64677876,13.99103136,8.987049615,13.26879002,313.3562629,17.90331698,90
02-07-2019 09:26,14,101,205.2419355,243.2580645,0.17,7.426129032,43.46967742,78.81370968,23.36258065,64.96721311,121.6229508,148.2131148,0.69,62.78409836,1.151311475,68.54639344,23.21360656,64.96721311,121.6229508,148.2131148,0.69,62.78409836,1.151311475,68.54639344,23.21360656,12.71692064,-41.19097046,13.95040099,9.075999417,13.25132751,313.3243216,17.87530532,90
02-07-2019 09:27,15,100.7258065,211.1774194,253.9032258,0.177580645,7.353548387,42.4333871,78.61580645,23.49951613,64.17741935,117.7580645,147.3064516,0.698064516,58.54354839,1.092258065,68.54967742,23.31290323,64.17741935,117.7580645,147.3064516,0.698064516,58.54354839,1.092258065,68.54967742,23.31290323,12.70068709,-40.61012144,13.90948696,9.164909482,13.23338136,313.2914246,17.84633466,90
02-07-2019 09:28,16,103.1428571,207.8095238,248.8730159,0.185396825,7.333650794,42.4715873,78.35793651,23.61587302,63.72580645,114.3387097,140.5483871,0.706612903,66.45983871,1.034354839,68.55064516,23.43370968,63.72580645,114.3387097,140.5483871,0.706612903,66.45983871,1.034354839,68.55064516,23.43370968,12.68416333,-39.91009967,13.86830454,9.253711566,13.21497146,313.2575459,17.81638173,90
02-07-2019 09:29,17,99.69354839,202.4032258,248.6774194,0.19,7.36983871,41.36016129,78.22677419,23.74467742,64.79032258,114.016129,138.4032258,0.732580645,63.03032258,0.961290323,68.46693548,23.52419355,64.79032258,114.016129,138.4032258,0.732580645,63.03032258,0.961290323,68.46693548,23.52419355,12.66736071,-39.09677308,13.82686896,9.342337428,13.19611769,313.2226597,17.78542327,90
02-07-2019 09:30,18,100.4354839,204.3870968,245.8870968,0.197903226,7.592580645,41.59806452,78.03112903,23.86774194,60.96721311,109.8360656,142.6721311,0.74,67.69180328,0.95,68.38819672,23.61819672,60.96721311,109.8360656,142.6721311,0.74,67.69180328,0.95,68.38819672,23.61819672,12.65029055,-38.17600964,13.78519547,9.430718823,13.17683995,313.1867399,17.75343599,90
02-07-2019 09:31,19,102.4516129,205.1612903,243.5806452,0.2,8.130967742,41.11145161,77.91967742,23.97822581,60.30645161,109.9516129,139.3870968,0.740967742,64.70290323,0.919032258,68.35209677,23.7233871,60.30645161,109.9516129,139.3870968,0.740967742,64.70290323,0.919032258,68.35209677,23.7233871,12.63296419,-37.15367728,13.74329932,9.518787511,13.15715813,313.1497608,17.72039663,90
02-07-2019 09:32,20,105.2539683,214.7936508,258.1269841,0.203015873,7.674920635,40.48,77.77301587,24.08269841,59.85483871,111.0483871,145.8709677,0.75,69.23483871,0.887580645,68.26725806,23.80516129,59.85483871,111.0483871,145.8709677,0.75,69.23483871,0.887580645,68.26725806,23.80516129,12.61539296,-36.03564396,13.70119577,9.606475247,13.1370921,313.1116962,17.68628193,90
02-07-2019 09:33,21,101.516129,205.0967742,241.3548387,0.209032258,8.091935484,41.19064516,77.57322581,24.18983871,57.5483871,105.9193548,134.4516129,0.765322581,72.33596774,0.84,68.22370968,23.89693548,57.5483871,105.9193548,134.4516129,0.765322581,72.33596774,0.84,68.22370968,23.89693548,12.5975882,-34.82777764,13.65890006,9.693713789,13.11666175,313.0725205,17.6510686,90
02-07-2019 09:34,22,99.27419355,200.8870968,238.1129032,0.21,8.512903226,39.99354839,77.58080645,24.28048387,58.09677419,106.1129032,135.4354839,0.765645161,87.14612903,0.84,68.20129032,23.97725806,58.09677419,106.1129032,135.4354839,0.765645161,87.14612903,0.84,68.20129032,23.97725806,12.57956124,-33.53594625,13.61642744,9.780434894,13.09588698,313.0322075,17.61473338,90
02-07-2019 09:35,23,95.87301587,194.3174603,229.2380952,0.21047619,8.551111111,39.93730159,77.15650794,24.37904762,53.85483871,101.983871,127.9354839,0.763064516,76.83967742,0.84,68.14758065,24.04887097,53.85483871,101.983871,127.9354839,0.763064516,76.83967742,0.84,68.14758065,24.04887097,12.56132341,-32.16601776,13.57379316,9.86657032,13.07478767,312.9907314,17.577253,90
02-07-2019 09:36,24,95.93548387,193.2741935,228.3225806,0.21,9.000806452,40.78758065,77.12967742,24.45645161,57.51612903,105.4677419,135.516129,0.766935484,76.71903226,0.798064516,68.11790323,24.11919355,57.51612903,105.4677419,135.516129,0.766935484,76.71903226,0.798064516,68.11790323,24.11919355,12.54288606,-30.7238601,13.53101247,9.952051823,13.05338371,312.9480663,17.53860419,90
02-07-2019 09:37,25,91.84126984,185.2539683,216.7777778,0.21,9.352539683,40.29396825,77.19634921,24.52047619,55.29032258,102.3870968,126,0.77,78.51774194,0.79,68.06935484,24.21451613,55.29032258,102.3870968,126,0.77,78.51774194,0.79,68.06935484,24.21451613,12.52426051,-29.21534124,13.48810062,10.03681116,13.03169498,312.9041863,17.49876368,90
02-07-2019 09:38,26,92.37096774,184.5806452,216.0322581,0.211451613,9.468225806,39.36064516,77.25532258,24.59870968,49.4516129,86.40322581,109.2741935,0.77,77.60016129,0.79,68.00758065,24.28870968,49.4516129,86.40322581,109.2741935,0.77,77.60016129,0.79,68.00758065,24.28870968,12.5054581,-27.64632913,13.44507285,10.12078009,13.00974138,312.8590653,17.45770819,90
02-07-2019 09:39,27,85.17460317,176.8730159,208.4920635,0.219047619,9.616507937,39.30174603,77.22126984,24.68079365,48,87.4516129,111.7741935,0.77,82.86629032,0.79,68.00596774,24.36451613,48,87.4516129,111.7741935,0.77,82.86629032,0.79,68.00596774,24.36451613,12.48649017,-26.0226917,13.40194442,10.20389037,12.98754278,312.8126776,17.41541446,90
02-07-2019 09:40,28,89.26984127,177.3650794,205.7142857,0.214126984,10.19587302,39.9515873,77.1652381,24.75714286,46.01612903,82.38709677,100.2258065,0.77,91.37016129,0.750483871,67.96193548,24.42758065,46.01612903,82.38709677,100.2258065,0.77,91.37016129,0.750483871,67.96193548,24.42758065,12.46736804,-24.35029692,13.35873057,10.28607376,12.96511908,312.7649972,17.37185922,90
02-07-2019 09:41,29,85.5483871,172.1935484,198.9354839,0.21,10.37935484,40.43193548,77.21032258,24.80951613,50.93548387,93.35483871,116.5967742,0.772419355,85.9316129,0.740806452,67.93032258,24.50145161,50.93548387,93.35483871,116.5967742,0.772419355,85.9316129,0.740806452,67.93032258,24.50145161,12.44810305,-22.63501273,13.31544656,10.36726201,12.94249017,312.7159981,17.32701919,90
02-07-2019 09:42,30,91.41269841,185.047619,216.047619,0.22,10.07920635,40.30666667,76.89714286,24.88253968,47.82258065,87.51612903,114.2741935,0.78,92.19564516,0.74,67.78532258,24.57951613,47.82258065,87.51612903,114.2741935,0.78,92.19564516,0.74,67.78532258,24.57951613,12.42870655,-20.88270709,13.27210763,10.44738688,12.91967593,312.6656545,17.28087111,90
02-07-2019 09:43,31,91.46774194,186.9677419,220.3064516,0.22,9.875645161,40.21854839,76.86145161,24.95145161,46.5,83.53225806,106.5322581,0.78,85.92548387,0.74,67.75806452,24.64645161,46.5,83.53225806,106.5322581,0.78,85.92548387,0.74,67.75806452,24.64645161,12.40918985,-19.09924794,13.22872903,10.52638013,12.89669625,312.6139404,17.2333917,90
02-07-2019 09:44,32,99.12698413,196.8253968,228.984127,0.222063492,9.508412698,39.6315873,76.72047619,25.02047619,43.46774194,81.85483871,103.9032258,0.784677419,82.4783871,0.720645161,67.68870968,24.71709677,43.46774194,81.85483871,103.9032258,0.784677419,82.4783871,0.720645161,67.68870968,24.71709677,12.38956429,-17.29050323,13.18532602,10.60417351,12.87357101,312.5608299,17.18455769,90
02-07-2019 09:45,33,94.44444444,191.8412698,222.1587302,0.23,9.528571429,38.84555556,76.52619048,25.07666667,54.20967742,99.27419355,128.0806452,0.797580645,82.85048387,0.68483871,67.60241935,24.77467742,54.20967742,99.27419355,128.0806452,0.797580645,82.85048387,0.68483871,67.60241935,24.77467742,12.36984122,-15.46234092,13.14191383,10.68069879,12.85032011,312.5062971,17.13434583,90
02-07-2019 09:46,34,85.87096774,176.4193548,207,0.23,10.16112903,38.74741935,76.31983871,25.14741935,45.46774194,83.29032258,110.5806452,0.799032258,89.90370968,0.68,67.47951613,24.83774194,45.46774194,83.29032258,110.5806452,0.799032258,89.90370968,0.68,67.47951613,24.83774194,12.35003196,-13.62062896,13.09850772,10.75588772,12.82696343,312.450316,17.08273282,90
02-07-2019 09:47,35,90.6031746,183.1428571,218.6984127,0.23,9.95952381,38.70174603,76.40365079,25.20904762,46.66129032,85.67741935,115.2096774,0.801774194,77.90596774,0.680967742,67.42274194,24.89919355,46.66129032,85.67741935,115.2096774,0.801774194,77.90596774,0.680967742,67.42274194,24.89919355,12.33014785,-11.77123529,13.05512294,10.82967205,12.80352085,312.3928608,17.02969541,90
02-07-2019 09:48,36,91.17460317,182.9365079,213.8730159,0.23,9.913492063,38.68920635,76.33349206,25.27142857,40.59677419,79.33870968,108.8064516,0.806612903,90.96870968,0.679193548,67.30258065,24.94483871,40.59677419,79.33870968,108.8064516,0.806612903,90.96870968,0.679193548,67.30258065,24.94483871,12.31020022,-9.920027873,13.01177474,10.90198355,12.78001228,312.3339055,16.97521032,90
02-07-2019 09:49,37,93.46031746,191.2539683,224.6666667,0.23,9.62952381,38.65428571,76.18253968,25.31968254,40.51612903,80.90322581,106.7096774,0.81,89.48854839,0.679193548,67.29322581,24.99709677,40.51612903,80.90322581,106.7096774,0.81,89.48854839,0.679193548,67.29322581,24.99709677,12.29020041,-8.072874649,12.96847837,10.97275397,12.75645758,312.2734242,16.91925428,90
02-07-2019 09:50,38,91.17741935,188.2096774,221.516129,0.237741935,9.466774194,38.58290323,75.89693548,25.38903226,49.08064516,87.29032258,113.7419355,0.821935484,78.36645161,0.671129032,67.12241935,25.04983871,49.08064516,87.29032258,113.7419355,0.821935484,78.36645161,0.671129032,67.12241935,25.04983871,12.27015975,-6.235643573,12.92524907,11.04191507,12.73287666,312.211391,16.86180403,90
02-07-2019 09:51,39,92.79365079,184.031746,216.5396825,0.24,9.886031746,38.5652381,75.78428571,25.43380952,49.79032258,92.64516129,115.4354839,0.842258065,92.28709677,0.63,66.89032258,25.09693548,49.79032258,92.64516129,115.4354839,0.842258065,92.28709677,0.63,66.89032258,25.09693548,12.25008957,-4.414202594,12.88210209,11.10939861,12.70928939,312.1477799,16.80283628,90
02-07-2019 09:52,40,85.71428571,176.7936508,211.4126984,0.24,10.22761905,38.51761905,75.6247619,25.49095238,46,84.6984127,111.2857143,0.836031746,98.3484127,0.63,66.80873016,25.14238095,46,84.6984127,111.2857143,0.836031746,98.3484127,0.63,66.80873016,25.14238095,12.23000121,-2.614419663,12.83905269,11.17513634,12.68571567,312.082565,16.74232778,90
02-07-2019 09:53,41,90.96825397,181.7142857,212.984127,0.238253968,9.864444444,38.51428571,75.6268254,25.53047619,51.38709677,94.32258065,122.1612903,0.839193548,95.22919355,0.630806452,66.68983871,25.1816129,51.38709677,94.32258065,122.1612903,0.839193548,95.22919355,0.630806452,66.68983871,25.1816129,12.20990601,-0.842162731,12.79611611,11.23906002,12.66217538,312.0157205,16.68025525,90
02-07-2019 09:54,42,92.61904762,186.6349206,213.6507937,0.24,9.617777778,38.46047619,75.39904762,25.57904762,55.74193548,98.5,118.6290323,0.825322581,90.08225806,0.631612903,66.73241935,25.23403226,55.74193548,98.5,118.6290323,0.825322581,90.08225806,0.631612903,66.73241935,25.23403226,12.1898153,0.896700252,12.7533076,11.30110141,12.63868841,311.9472203,16.61659542,90
02-07-2019 09:55,43,84.53225806,174.3225806,205.8870968,0.24,10.15532258,38.47967742,75.36241935,25.62322581,47.09677419,87.64516129,109.7096774,0.816290323,82.25629032,0.63,66.77741935,25.2833871,47.09677419,87.64516129,109.7096774,0.816290323,82.25629032,0.63,66.77741935,25.2833871,12.16974041,2.596301336,12.71064241,11.36119226,12.61527465,311.8770386,16.55132502,90
02-07-2019 09:56,44,87.42857143,181.5079365,214.1587302,0.24,10.29825397,38.4668254,75.46714286,25.66857143,47.24193548,85.91935484,105.4354839,0.824354839,88.60225806,0.63,66.68112903,25.31870968,47.24193548,85.91935484,105.4354839,0.824354839,88.60225806,0.63,66.68112903,25.31870968,12.14969267,4.25077257,12.66813579,11.41926433,12.59195398,311.8051495,16.48442078,90
02-07-2019 09:57,45,89.65079365,183.6031746,218.1428571,0.24,9.971111111,39.10380952,75.16492063,25.68968254,51.0483871,88.41935484,115.5,0.846129032,84.33951613,0.63,66.42354839,25.36758065,51.0483871,88.41935484,115.5,0.846129032,84.33951613,0.63,66.42354839,25.36758065,12.12968343,5.854246003,12.625803,11.47524939,12.5687463,311.731527,16.41585943,90
02-07-2019 09:58,46,87.14285714,174.1428571,205.0634921,0.24,10.44238095,39.6168254,74.86746032,25.73,47.36507937,88.28571429,110,0.841746032,83.36873016,0.629206349,66.45888889,25.41603175,47.36507937,88.28571429,110,0.841746032,83.36873016,0.629206349,66.45888889,25.41603175,12.10972402,7.400853687,12.58365926,11.52907918,12.54567148,311.6561452,16.34561769,90
02-07-2019 09:59,47,88.96825397,175.1904762,202.3015873,0.24,10.74634921,39.65,75.09952381,25.77904762,51.33870968,89.11290323,111.7741935,0.840322581,83.91225806,0.626774194,66.43564516,25.45064516,51.33870968,89.11290323,111.7741935,0.840322581,83.91225806,0.626774194,66.43564516,25.45064516,12.08982576,8.884727669,12.54171985,11.58068546,12.52274942,311.5789782,16.27367231,90
02-07-2019 10:00,48,80.03174603,164,189.7619048,0.24,11.48380952,39.65301587,75.13587302,25.83,42.53225806,84.09677419,106.8387097,0.852903226,86.31177419,0.615483871,66.37435484,25.49467742,42.53225806,84.09677419,106.8387097,0.852903226,86.31177419,0.615483871,66.37435484,25.49467742,12.07,10.3,12.5,11.63,12.5,311.5,16.2,90
02-07-2019 10:01,49,82.98412698,165.5555556,192.5396825,0.23984127,11.7747619,39.45079365,75.16603175,25.86825397,48.19354839,88.09677419,111.2903226,0.868709677,89.03225806,0.60983871,66.34467742,25.52951613,48.19354839,88.09677419,111.2903226,0.868709677,89.03225806,0.60983871,66.34467742,25.52951613,12.05025524,11.64204194,12.45851189,11.67697434,12.4774393,311.4191951,16.12459167,90
02-07-2019 10:02,50,80.20634921,159.6031746,186.3650794,0.24,12.06619048,38.41285714,75.2631746,25.92095238,50.72580645,90.80645161,113.5322581,0.861774194,90.17048387,0.604193548,66.29177419,25.5716129,50.72580645,90.80645161,113.5322581,0.861774194,90.17048387,0.604193548,66.29177419,25.5716129,12.03058864,12.91118163,12.41725535,11.72163922,12.45506816,311.3365893,16.0474949,90
02-07-2019 10:03,51,90.25396825,182.2380952,213.3809524,0.24,11.30809524,38.4,75.26015873,25.97333333,48.53968254,94.44444444,122.8571429,0.876031746,96.78968254,0.605396825,65.94888889,25.61111111,48.53968254,94.44444444,122.8571429,0.876031746,96.78968254,0.605396825,65.94888889,25.61111111,12.01099455,14.1089864,12.37622717,11.76404518,12.43288359,311.2522186,15.96877143,90
02-07-2019 10:04,52,85.23809524,175.3809524,201.9206349,0.242857143,11.30238095,38.34920635,74.8584127,26.01619048,46.29032258,87.38709677,112.7903226,0.853709677,95.06435484,0.616290323,66.08048387,25.65322581,46.29032258,87.38709677,112.7903226,0.853709677,95.06435484,0.616290323,66.08048387,25.65322581,11.99146732,15.2370236,12.33542411,11.80424276,12.41088263,311.1661193,15.88848301,90
02-07-2019 10:05,53,86.19354839,172.4354839,203.4516129,0.24,11.28693548,39.56467742,74.8683871,26.04887097,50.11290323,88.33870968,113.3548387,0.85516129,96.18516129,0.617903226,66.01677419,25.69096774,50.11290323,88.33870968,113.3548387,0.85516129,96.18516129,0.617903226,66.01677419,25.69096774,11.97200127,16.29686057,12.29484293,11.84228247,12.38906228,311.0783273,15.8066914,90
02-07-2019 10:06,54,89.76190476,179.5396825,212.031746,0.24,11.29063492,39.50333333,74.62396825,26.08920635,48.25806452,88.48387097,110.3064516,0.840967742,102.608871,0.63,66.03451613,25.72435484,48.25806452,88.48387097,110.3064516,0.840967742,102.608871,0.63,66.03451613,25.72435484,11.95259076,17.29006465,12.2544804,11.87821487,12.36741959,310.9888789,15.72345834,90
02-07-2019 10:07,55,81.92063492,171.6190476,199.5079365,0.24015873,11.62031746,38.84984127,74.68031746,26.12539683,52.5483871,94.0483871,117.0806452,0.85483871,97.23080645,0.593709677,65.94322581,25.75629032,52.5483871,94.0483871,117.0806452,0.85483871,97.23080645,0.593709677,65.94322581,25.75629032,11.93323011,18.21820319,12.2143333,11.91209048,12.34595156,310.8978102,15.63884558,90
02-07-2019 10:08,56,82.21875,168.65625,195.140625,0.24,11.86578125,38.31921875,74.83984375,26.16140625,47.50793651,84.68253968,109.3333333,0.864603175,92.10206349,0.580793651,65.79793651,25.80047619,47.50793651,84.68253968,109.3333333,0.864603175,92.10206349,0.580793651,65.79793651,25.80047619,11.91391368,19.08284353,12.17439838,11.94395983,12.32465523,310.8051572,15.55291487,90
02-07-2019 10:09,57,87.3968254,176.2539683,206.3809524,0.24,11.18571429,38.66460317,74.66952381,26.17095238,46.27419355,87.27419355,114.6935484,0.864677419,88.62258065,0.580806452,65.79032258,25.83467742,46.27419355,87.27419355,114.6935484,0.864677419,88.62258065,0.580806452,65.79032258,25.83467742,11.8946358,19.88555301,12.13467241,11.97387347,12.30352761,310.7109561,15.46572796,90
02-07-2019 10:10,58,83.52380952,170.9047619,197.8730159,0.24,11.56698413,39.52714286,74.5715873,26.22666667,48.46774194,87.66129032,120.8709677,0.891935484,93.6233871,0.580806452,65.62806452,25.865,48.46774194,87.66129032,120.8709677,0.891935484,93.6233871,0.580806452,65.62806452,25.865,11.87539081,20.62789898,12.09515217,12.00188193,12.28256573,310.615243,15.37734659,90
02-07-2019 10:11,59,85.73015873,176.6666667,208.5873016,0.241269841,11.32253968,39.35571429,74.54825397,26.24333333,52.61290323,97.22580645,116.3064516,0.897580645,85.26467742,0.58,65.46677419,25.90354839,52.61290323,97.22580645,116.3064516,0.897580645,85.26467742,0.58,65.46677419,25.90354839,11.85617305,21.31144878,12.05583442,12.02803573,12.26176661,310.518054,15.28783252,90
02-07-2019 10:12,60,82.52380952,167.031746,195.1904762,0.25,11.35111111,38.21968254,74.29920635,26.27619048,52.06349206,93.31746032,114.8571429,0.883968254,105.1466667,0.58,65.50555556,25.93269841,52.06349206,93.31746032,114.8571429,0.883968254,105.1466667,0.58,65.50555556,25.93269841,11.83697686,21.93776975,12.01671593,12.05238542,12.24112728,310.4194252,15.1972475,90
02-07-2019 10:13,61,79.50793651,158.9365079,188.5714286,0.246190476,11.86190476,38.37174603,74.3,26.30428571,44.85483871,84.69354839,106.1451613,0.857096774,101.7114516,0.582419355,65.61467742,25.97290323,44.85483871,84.69354839,106.1451613,0.857096774,101.7114516,0.582419355,65.61467742,25.97290323,11.81779659,22.50842924,11.97779347,12.07498153,12.22064476,310.3193928,15.10565327,90
02-07-2019 10:14,62,79.22222222,157.1746032,182.2539683,0.24,12.27285714,39.5668254,74.47380952,26.32714286,47.79032258,85.41935484,108.9516129,0.84983871,99.38935484,0.58,65.65064516,25.99758065,47.79032258,85.41935484,108.9516129,0.84983871,99.38935484,0.58,65.65064516,25.99758065,11.79862657,23.02499458,11.93906379,12.09587459,12.20031607,310.2179929,15.01311158,90
02-07-2019 10:15,63,74.88888889,150.4920635,173.6349206,0.24,12.76650794,39.23238095,74.51793651,26.37111111,45.66666667,81.19047619,102.7936508,0.846349206,91.82380952,0.581587302,65.63206349,26.02952381,45.66666667,81.19047619,102.7936508,0.846349206,91.82380952,0.581587302,65.63206349,26.02952381,11.77946115,23.48903313,11.90052368,12.11511513,12.18013823,310.1152616,14.91968418,90
02-07-2019 10:16,64,78.31746032,156.5873016,183.0952381,0.24,12.67142857,38.29126984,74.39507937,26.39190476,48.41935484,85.79032258,100.4677419,0.865483871,103.7062903,0.577580645,65.54064516,26.05177419,48.41935484,85.79032258,100.4677419,0.865483871,103.7062903,0.577580645,65.54064516,26.05177419,11.76029466,23.90211222,11.8621699,12.1327537,12.16010827,310.011235,14.82543282,90
02-07-2019 10:17,65,80.57142857,161.4761905,189.4761905,0.24,12.58,38.78174603,74.48301587,26.42253968,44.69354839,79.46774194,107.5,0.858548387,105.0556452,0.58,65.52806452,26.07790323,44.69354839,79.46774194,107.5,0.858548387,105.0556452,0.58,65.52806452,26.07790323,11.74112144,24.2657992,11.82399921,12.14884082,12.14022321,309.9059492,14.73041925,90
02-07-2019 10:18,66,77.93650794,161.8730159,188.3809524,0.24,12.68587302,39.51380952,74.43301587,26.4447619,45.51612903,81.08064516,101.3870968,0.840322581,114.2166129,0.580806452,65.62645161,26.0933871,45.51612903,81.08064516,101.3870968,0.840322581,114.2166129,0.580806452,65.62645161,26.0933871,11.72193584,24.58166141,11.78600838,12.16342703,12.12048008,309.7994403,14.63470522,90
02-07-2019 10:19,67,74.65079365,148.8571429,171.2698413,0.24,13.17460317,38.7952381,74.54968254,26.47904762,50.68253968,92.58730159,115.0634921,0.85047619,105.8463492,0.58,65.49190476,26.12920635,50.68253968,92.58730159,115.0634921,0.85047619,105.8463492,0.58,65.49190476,26.12920635,11.70273219,24.85126619,11.74819419,12.17656287,12.10087589,309.6917446,14.53835248,90
02-07-2019 10:20,68,76.57142857,155.968254,183.4126984,0.24,13.46396825,38.29809524,74.35507937,26.52761905,41.33870968,78.72580645,98.69354839,0.864032258,109.16,0.58,65.32112903,26.15016129,41.33870968,78.72580645,98.69354839,0.864032258,109.16,0.58,65.32112903,26.15016129,11.68350484,25.0761809,11.7105534,12.18829886,12.08140767,309.582898,14.44142277,90
